Date_As_Of,Rank_As_Of,YTD_Rank,Last_Week_Rank,Title,Type,Netflix_Exclusive,Release_Date,Days_in_top_10,Viewership_Score
2020-08-07,9,7,-,Sugar Rush,TV Show,Yes,13-Jul-18,7,28
2020-08-07,10,9,4,The Last Dance,TV Show,Yes,19-Jul-20,19,127
2020-08-08,1,1,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,8,80
2020-08-08,2,2,-,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,3,26
2020-08-08,3,3,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,2,16
2020-08-08,4,-,-,Work It,Movie,Yes,07-Aug-20,1,7
2020-08-08,5,4,2,Shameless,TV Show,,30-Jun-16,13,111
2020-08-08,6,-,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,1,5
2020-08-08,7,-,-,Selling Sunset,TV Show,Yes,22-Mar-19,1,4
2020-08-08,8,5,-,Dennis the Menace,Movie,,01-Aug-20,3,12
2020-08-08,9,6,-,Jurassic Park,Movie,,01-Aug-20,4,16
2020-08-08,10,10,5,The Last Dance,TV Show,Yes,19-Jul-20,20,128
2020-08-09,1,1,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,9,90
2020-08-09,2,2,-,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,4,35
2020-08-09,3,3,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,3,24
2020-08-09,4,4,-,Work It,Movie,Yes,07-Aug-20,2,14
2020-08-09,5,5,2,Shameless,TV Show,,30-Jun-16,14,117
2020-08-09,6,6,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,2,10
2020-08-09,7,7,-,Selling Sunset,TV Show,Yes,22-Mar-19,2,8
2020-08-09,8,8,-,Dennis the Menace,Movie,,01-Aug-20,4,15
2020-08-09,9,9,-,Jurassic Park,Movie,,01-Aug-20,5,18
2020-08-09,10,10,4,The Last Dance,TV Show,Yes,19-Jul-20,21,129
2020-08-10,1,1,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,10,100
2020-08-10,2,2,-,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,5,44
2020-08-10,3,4,-,Work It,Movie,Yes,07-Aug-20,3,22
2020-08-10,4,3,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,4,31
2020-08-10,5,5,2,Shameless,TV Show,,30-Jun-16,15,123
2020-08-10,6,6,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,3,15
2020-08-10,7,7,-,Selling Sunset,TV Show,Yes,22-Mar-19,3,12
2020-08-10,8,8,-,Dennis the Menace,Movie,,01-Aug-20,5,18
2020-08-10,9,9,-,Jurassic Park,Movie,,01-Aug-20,6,20
2020-08-10,10,10,4,The Last Dance,TV Show,Yes,19-Jul-20,22,130
2020-08-11,1,1,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,11,110
2020-08-11,2,-,-,The Lost Husband,Movie,,10-Aug-20,1,9
2020-08-11,3,2,-,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,6,52
2020-08-11,4,3,-,Work It,Movie,Yes,07-Aug-20,4,29
2020-08-11,5,4,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,5,37
2020-08-11,6,5,2,Shameless,TV Show,,30-Jun-16,16,128
2020-08-11,7,6,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,4,19
2020-08-11,8,7,-,Selling Sunset,TV Show,Yes,22-Mar-19,4,15
2020-08-11,9,8,-,Dennis the Menace,Movie,,01-Aug-20,6,20
2020-08-11,10,-,-,Game On: A Comedy Crossover…,TV Show,Yes,10-Aug-20,1,1
2020-08-12,1,2,-,The Lost Husband,Movie,,10-Aug-20,2,19
2020-08-12,2,1,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,12,119
2020-08-12,3,3,-,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,7,60
2020-08-12,4,5,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,6,44
2020-08-12,5,4,-,Work It,Movie,Yes,07-Aug-20,5,35
2020-08-12,6,6,2,Shameless,TV Show,,30-Jun-16,17,133
2020-08-12,7,10,-,Game On: A Comedy Crossover…,TV Show,Yes,10-Aug-20,2,5
2020-08-12,8,7,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,5,22
2020-08-12,9,8,-,Selling Sunset,TV Show,Yes,22-Mar-19,5,17
2020-08-12,10,9,-,Dennis the Menace,Movie,,01-Aug-20,7,21
2020-08-13,1,1,-,The Lost Husband,Movie,,10-Aug-20,3,29
2020-08-13,2,2,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,13,128
2020-08-13,3,3,3,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,8,68
2020-08-13,4,4,-,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,7,51
2020-08-13,5,6,2,Shameless,TV Show,,30-Jun-16,18,139
2020-08-13,6,5,-,Work It,Movie,Yes,07-Aug-20,6,40
2020-08-13,7,9,-,Selling Sunset,TV Show,Yes,22-Mar-19,6,21
2020-08-13,8,10,8,Dennis the Menace,Movie,,01-Aug-20,8,24
2020-08-13,9,8,-,Wizards: Tales of Arcadia,TV Show,Yes,07-Aug-20,6,24
2020-08-13,10,-,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,1,1
2020-08-14,1,1,-,The Lost Husband,Movie,,10-Aug-20,4,39
2020-08-14,2,2,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,14,137
2020-08-14,3,10,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,2,9
2020-08-14,4,3,2,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,9,75
2020-08-14,5,4,3,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,8,57
2020-08-14,6,5,4,Shameless,TV Show,,30-Jun-16,19,144
2020-08-14,7,-,-,(Un)Well,TV Show,Yes,12-Aug-20,1,4
2020-08-14,8,6,-,Work It,Movie,Yes,07-Aug-20,7,43
2020-08-14,9,7,-,Selling Sunset,TV Show,Yes,22-Mar-19,7,23
2020-08-14,10,8,5,Dennis the Menace,Movie,,01-Aug-20,9,25
2020-08-15,1,-,-,Project Power,Movie,Yes,14-Aug-20,1,10
2020-08-15,2,1,-,The Lost Husband,Movie,,10-Aug-20,5,48
2020-08-15,3,2,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,15,145
2020-08-15,4,3,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,3,16
2020-08-15,5,-,-,The Legend of Korra,TV Show,,14-Aug-20,1,6
2020-08-15,6,5,3,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,9,62
2020-08-15,7,7,-,(Un)Well,TV Show,Yes,12-Aug-20,2,8
2020-08-15,8,6,5,Shameless,TV Show,,30-Jun-16,20,147
2020-08-15,9,-,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,1,2
2020-08-15,10,4,2,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,10,76
2020-08-16,1,1,-,Project Power,Movie,Yes,14-Aug-20,2,20
2020-08-16,2,5,-,The Legend of Korra,TV Show,,14-Aug-20,2,15
2020-08-16,3,2,-,The Lost Husband,Movie,,10-Aug-20,6,56
2020-08-16,4,3,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,16,152
2020-08-16,5,4,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,4,22
2020-08-16,6,9,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,2,7
2020-08-16,7,7,-,(Un)Well,TV Show,Yes,12-Aug-20,3,12
2020-08-16,8,10,2,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,11,79
2020-08-16,9,8,5,Shameless,TV Show,,30-Jun-16,21,149
2020-08-16,10,6,3,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,10,63
2020-08-17,1,1,-,Project Power,Movie,Yes,14-Aug-20,3,30
2020-08-17,2,2,-,The Legend of Korra,TV Show,,14-Aug-20,3,24
2020-08-17,3,3,-,The Lost Husband,Movie,,10-Aug-20,7,64
2020-08-17,4,4,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,17,159
2020-08-17,5,6,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,3,13
2020-08-17,6,5,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,5,27
2020-08-17,7,7,-,(Un)Well,TV Show,Yes,12-Aug-20,4,16
2020-08-17,8,9,5,Shameless,TV Show,,30-Jun-16,22,152
2020-08-17,9,8,2,Worldâs Most Wanted,TV Show,Yes,05-Aug-20,12,81
2020-08-17,10,10,4,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,11,64
2020-08-18,1,1,-,Project Power,Movie,Yes,14-Aug-20,4,40
2020-08-18,2,2,-,The Legend of Korra,TV Show,,14-Aug-20,4,33
2020-08-18,3,4,1,The Umbrella Academy,TV Show,Yes,15-Feb-19,18,167
2020-08-18,4,5,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,4,20
2020-08-18,5,6,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,6,33
2020-08-18,6,3,2,The Lost Husband,Movie,,10-Aug-20,8,69
2020-08-18,7,7,-,(Un)Well,TV Show,Yes,12-Aug-20,5,20
2020-08-18,8,8,6,Shameless,TV Show,,30-Jun-16,23,155
2020-08-18,9,10,5,The Seven Deadly Sins,TV Show,Yes,01-Nov-15,12,66
2020-08-18,10,-,-,Glow Up,TV Show,Yes,06-Dec-19,1,1
2020-08-19,1,1,-,Project Power,Movie,Yes,14-Aug-20,5,50
2020-08-19,2,2,-,The Legend of Korra,TV Show,,14-Aug-20,5,42
2020-08-19,3,3,2,The Umbrella Academy,TV Show,Yes,15-Feb-19,19,175
2020-08-19,4,4,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,5,27
2020-08-19,5,5,-,Mr. Peabody & Sherman,Movie,,11-Aug-20,7,39
2020-08-19,6,6,1,The Lost Husband,Movie,,10-Aug-20,9,74
2020-08-19,7,7,-,(Un)Well,TV Show,Yes,12-Aug-20,6,24
2020-08-19,8,8,6,Shameless,TV Show,,30-Jun-16,24,158
2020-08-19,9,-,-,The Game,TV Show,,15-Sep-14,1,2
2020-08-19,10,10,-,Glow Up,TV Show,Yes,06-Dec-19,2,2
2020-08-20,1,1,-,Project Power,Movie,Yes,14-Aug-20,6,60
2020-08-20,2,2,-,The Legend of Korra,TV Show,,14-Aug-20,6,51
2020-08-20,3,3,2,The Umbrella Academy,TV Show,Yes,15-Feb-19,20,183
2020-08-20,4,4,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,6,34
2020-08-20,5,5,10,Mr. Peabody & Sherman,Movie,,11-Aug-20,8,45
2020-08-20,6,-,-,High Score,TV Show,Yes,19-Aug-20,1,5
2020-08-20,7,6,1,The Lost Husband,Movie,,10-Aug-20,10,78
2020-08-20,8,9,-,The Game,TV Show,,15-Sep-14,2,5
2020-08-20,9,8,5,Shameless,TV Show,,30-Jun-16,25,160
2020-08-20,10,-,-,Drunk Parents,Movie,,17-Aug-20,1,1
2020-08-21,1,1,-,Project Power,Movie,Yes,14-Aug-20,7,70
2020-08-21,2,2,-,The Legend of Korra,TV Show,,14-Aug-20,7,60
2020-08-21,3,3,2,The Umbrella Academy,TV Show,Yes,15-Feb-19,21,191
2020-08-21,4,4,-,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,7,41
2020-08-21,5,6,-,High Score,TV Show,Yes,19-Aug-20,2,11
2020-08-21,6,5,3,Mr. Peabody & Sherman,Movie,,11-Aug-20,9,50
2020-08-21,7,10,-,Drunk Parents,Movie,,17-Aug-20,2,5
2020-08-21,8,8,-,The Game,TV Show,,15-Sep-14,3,8
2020-08-21,9,7,1,The Lost Husband,Movie,,10-Aug-20,11,80
2020-08-21,10,9,6,Shameless,TV Show,,30-Jun-16,26,161
2020-08-22,1,-,-,Lucifer,TV Show,,15-Dec-18,1,10
2020-08-22,2,1,1,Project Power,Movie,Yes,14-Aug-20,8,79
2020-08-22,3,2,5,The Legend of Korra,TV Show,,14-Aug-20,8,68
2020-08-22,4,7,-,Drunk Parents,Movie,,17-Aug-20,3,12
2020-08-22,5,3,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,22,197
2020-08-22,6,5,-,High Score,TV Show,Yes,19-Aug-20,3,16
2020-08-22,7,-,-,The Sleepover,Movie,Yes,21-Aug-20,1,4
2020-08-22,8,6,4,Mr. Peabody & Sherman,Movie,,11-Aug-20,10,53
2020-08-22,9,4,9,Teenage Bounty Hunters,TV Show,Yes,14-Aug-20,8,43
2020-08-22,10,-,-,Rust Valley Restorers,TV Show,Yes,23-Aug-19,1,1
2020-08-23,1,1,-,Lucifer,TV Show,,15-Dec-18,2,20
2020-08-23,2,2,1,Project Power,Movie,Yes,14-Aug-20,9,88
2020-08-23,3,7,-,The Sleepover,Movie,Yes,21-Aug-20,2,12
2020-08-23,4,4,-,Drunk Parents,Movie,,17-Aug-20,4,19
2020-08-23,5,3,2,The Legend of Korra,TV Show,,14-Aug-20,9,74
2020-08-23,6,5,4,The Umbrella Academy,TV Show,Yes,15-Feb-19,23,202
2020-08-23,7,6,-,High Score,TV Show,Yes,19-Aug-20,4,20
2020-08-23,8,8,5,Mr. Peabody & Sherman,Movie,,11-Aug-20,11,56
2020-08-23,9,-,-,Hoops,TV Show,Yes,21-Aug-20,1,2
2020-08-23,10,10,-,Rust Valley Restorers,TV Show,Yes,23-Aug-19,2,2
2020-08-24,1,1,-,Lucifer,TV Show,,15-Dec-18,3,30
2020-08-24,2,2,1,Project Power,Movie,Yes,14-Aug-20,10,97
2020-08-24,3,4,-,Drunk Parents,Movie,,17-Aug-20,5,27
2020-08-24,4,3,-,The Sleepover,Movie,Yes,21-Aug-20,3,19
2020-08-24,5,6,4,The Umbrella Academy,TV Show,Yes,15-Feb-19,24,208
2020-08-24,6,5,2,The Legend of Korra,TV Show,,14-Aug-20,10,79
2020-08-24,7,7,-,High Score,TV Show,Yes,19-Aug-20,5,24
2020-08-24,8,9,-,Hoops,TV Show,Yes,21-Aug-20,2,5
2020-08-24,9,8,6,Mr. Peabody & Sherman,Movie,,11-Aug-20,12,58
2020-08-24,10,10,-,Rust Valley Restorers,TV Show,Yes,23-Aug-19,3,3
2020-08-25,1,1,-,Lucifer,TV Show,,15-Dec-18,4,40
2020-08-25,2,2,1,Project Power,Movie,Yes,14-Aug-20,11,106
2020-08-25,3,3,-,Drunk Parents,Movie,,17-Aug-20,6,35
2020-08-25,4,5,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,25,215
2020-08-25,5,8,-,Hoops,TV Show,Yes,21-Aug-20,3,11
2020-08-25,6,4,-,The Sleepover,Movie,Yes,21-Aug-20,4,24
2020-08-25,7,6,2,The Legend of Korra,TV Show,,14-Aug-20,11,83
2020-08-25,8,-,-,1BR,Movie,,23-Aug-20,1,3
2020-08-25,9,7,-,High Score,TV Show,Yes,19-Aug-20,6,26
2020-08-25,10,9,5,Mr. Peabody & Sherman,Movie,,11-Aug-20,13,59
2020-08-26,1,1,-,Lucifer,TV Show,,15-Dec-18,5,50
2020-08-26,2,4,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,26,224
2020-08-26,3,5,-,Hoops,TV Show,Yes,21-Aug-20,4,19
2020-08-26,4,2,1,Project Power,Movie,Yes,14-Aug-20,12,113
2020-08-26,5,3,-,Drunk Parents,Movie,,17-Aug-20,7,41
2020-08-26,6,7,2,The Legend of Korra,TV Show,,14-Aug-20,12,88
2020-08-26,7,6,-,The Sleepover,Movie,Yes,21-Aug-20,5,28
2020-08-26,8,8,-,1BR,Movie,,23-Aug-20,2,6
2020-08-26,9,-,-,Trinkets,TV Show,Yes,14-Jun-19,1,2
2020-08-26,10,9,-,High Score,TV Show,Yes,19-Aug-20,7,27
2020-08-27,1,1,-,Lucifer,TV Show,,15-Dec-18,6,60
2020-08-27,2,3,-,Hoops,TV Show,Yes,21-Aug-20,5,28
2020-08-27,3,2,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,27,232
2020-08-27,4,4,1,Project Power,Movie,Yes,14-Aug-20,13,120
2020-08-27,5,-,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,1,6
2020-08-27,6,9,-,Trinkets,TV Show,Yes,14-Jun-19,2,7
2020-08-27,7,8,-,1BR,Movie,,23-Aug-20,3,10
2020-08-27,8,6,2,The Legend of Korra,TV Show,,14-Aug-20,13,91
2020-08-27,9,5,10,Drunk Parents,Movie,,17-Aug-20,8,43
2020-08-27,10,7,-,The Sleepover,Movie,Yes,21-Aug-20,6,29
2020-08-28,1,1,-,Lucifer,TV Show,,15-Dec-18,7,70
2020-08-28,2,5,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,2,15
2020-08-28,3,2,-,Hoops,TV Show,Yes,21-Aug-20,6,36
2020-08-28,4,-,-,Bunkâd,TV Show,,19-Jun-16,1,7
2020-08-28,5,3,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,28,238
2020-08-28,6,7,-,1BR,Movie,,23-Aug-20,4,15
2020-08-28,7,4,1,Project Power,Movie,Yes,14-Aug-20,14,124
2020-08-28,8,6,-,Trinkets,TV Show,Yes,14-Jun-19,3,10
2020-08-28,9,-,-,Cocomelon,TV Show,,01-Jun-20,1,2
2020-08-28,10,8,2,The Legend of Korra,TV Show,,14-Aug-20,14,92
2020-08-29,1,-,-,Cobra Kai,TV Show,,28-Aug-20,1,10
2020-08-29,2,1,1,Lucifer,TV Show,,15-Dec-18,8,79
2020-08-29,3,2,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,3,23
2020-08-29,4,-,-,I Am a Killer Released,TV Show,Yes,28-Aug-20,1,7
2020-08-29,5,4,-,Bunkâd,TV Show,,19-Jun-16,2,13
2020-08-29,6,3,-,Hoops,TV Show,Yes,21-Aug-20,7,41
2020-08-29,7,5,5,The Umbrella Academy,TV Show,Yes,15-Feb-19,29,242
2020-08-29,8,7,2,Project Power,Movie,Yes,14-Aug-20,15,127
2020-08-29,9,9,-,Cocomelon,TV Show,,01-Jun-20,2,4
2020-08-29,10,6,-,1BR,Movie,,23-Aug-20,5,16
2020-08-30,1,1,-,Cobra Kai,TV Show,,28-Aug-20,2,20
2020-08-30,2,2,1,Lucifer,TV Show,,15-Dec-18,9,88
2020-08-30,3,4,-,I Am a Killer Released,TV Show,Yes,28-Aug-20,2,15
2020-08-30,4,3,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,4,30
2020-08-30,5,-,-,The Frozen Ground,Movie,,27-Aug-20,1,6
2020-08-30,6,5,-,Bunkâd,TV Show,,19-Jun-16,3,18
2020-08-30,7,7,6,The Umbrella Academy,TV Show,Yes,15-Feb-19,30,246
2020-08-30,8,8,2,Project Power,Movie,Yes,14-Aug-20,16,130
2020-08-30,9,9,-,Cocomelon,TV Show,,01-Jun-20,3,6
2020-08-30,10,6,9,Hoops,TV Show,Yes,21-Aug-20,8,42
2020-08-31,1,1,-,Cobra Kai,TV Show,,28-Aug-20,3,30
2020-08-31,2,5,-,The Frozen Ground,Movie,,27-Aug-20,2,15
2020-08-31,3,2,1,Lucifer,TV Show,,15-Dec-18,10,96
2020-08-31,4,3,-,I Am a Killer Released,TV Show,Yes,28-Aug-20,3,22
2020-08-31,5,4,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,5,36
2020-08-31,6,7,5,The Umbrella Academy,TV Show,Yes,15-Feb-19,31,251
2020-08-31,7,8,2,Project Power,Movie,Yes,14-Aug-20,17,134
2020-08-31,8,6,-,Bunkâd,TV Show,,19-Jun-16,4,21
2020-08-31,9,9,-,Cocomelon,TV Show,,01-Jun-20,4,8
2020-08-31,10,10,8,Hoops,TV Show,Yes,21-Aug-20,9,43
2020-09-01,1,1,-,Cobra Kai,TV Show,,28-Aug-20,4,40
2020-09-01,2,2,-,The Frozen Ground,Movie,,27-Aug-20,3,24
2020-09-01,3,3,1,Lucifer,TV Show,,15-Dec-18,11,104
2020-09-01,4,5,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,6,43
2020-09-01,5,4,-,I Am a Killer Released,TV Show,Yes,28-Aug-20,4,28
2020-09-01,6,9,-,Cocomelon,TV Show,,01-Jun-20,5,13
2020-09-01,7,6,4,The Umbrella Academy,TV Show,Yes,15-Feb-19,32,255
2020-09-01,8,8,-,Bunkâd,TV Show,,19-Jun-16,5,24
2020-09-01,9,-,-,Quantum of Solace,Movie,,31-Aug-20,1,2
2020-09-01,10,10,5,Hoops,TV Show,Yes,21-Aug-20,10,44
2020-09-02,1,1,-,Cobra Kai,TV Show,,28-Aug-20,5,50
2020-09-02,2,-,-,The Smurfs,Movie,,01-Sep-20,1,9
2020-09-02,3,-,-,"Sister, Sister",TV Show,,01-Sep-20,1,8
2020-09-02,4,3,1,Lucifer,TV Show,,15-Dec-18,12,111
2020-09-02,5,2,-,The Frozen Ground,Movie,,27-Aug-20,4,30
2020-09-02,6,9,-,Quantum of Solace,Movie,,31-Aug-20,2,7
2020-09-02,7,6,-,Cocomelon,TV Show,,01-Jun-20,6,17
2020-09-02,8,4,-,Million Dollar Beach House,TV Show,Yes,26-Aug-20,7,46
2020-09-02,9,7,2,The Umbrella Academy,TV Show,Yes,15-Feb-19,33,257
2020-09-02,10,-,-,Due Date,Movie,,01-Sep-20,1,1
2020-09-03,1,1,-,Cobra Kai,TV Show,,28-Aug-20,6,60
2020-09-03,2,2,-,The Smurfs,Movie,,01-Sep-20,2,18
2020-09-03,3,3,-,"Sister, Sister",TV Show,,01-Sep-20,2,16
2020-09-03,4,10,-,Due Date,Movie,,01-Sep-20,2,8
2020-09-03,5,4,1,Lucifer,TV Show,,15-Dec-18,13,117
2020-09-03,6,5,-,The Frozen Ground,Movie,,27-Aug-20,5,35
2020-09-03,7,-,-,The Boss Baby: Get That Baby,Movie,Yes,01-Sep-20,1,4
2020-09-03,8,7,-,Cocomelon,TV Show,,01-Jun-20,7,20
2020-09-03,9,-,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,1,2
2020-09-03,10,9,3,The Umbrella Academy,TV Show,Yes,15-Feb-19,34,258
2020-09-04,1,1,-,Cobra Kai,TV Show,,28-Aug-20,7,70
2020-09-04,2,2,-,The Smurfs,Movie,,01-Sep-20,3,27
2020-09-04,3,-,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,1,8
2020-09-04,4,3,-,"Sister, Sister",TV Show,,01-Sep-20,3,23
2020-09-04,5,4,-,Due Date,Movie,,01-Sep-20,3,14
2020-09-04,6,9,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,2,7
2020-09-04,7,5,1,Lucifer,TV Show,,15-Dec-18,14,121
2020-09-04,8,7,-,The Boss Baby: Get That Baby,Movie,Yes,01-Sep-20,2,7
2020-09-04,9,6,-,The Frozen Ground,Movie,,27-Aug-20,6,37
2020-09-04,10,8,9,Cocomelon,TV Show,,01-Jun-20,8,21
2020-09-05,1,1,1,Cobra Kai,TV Show,,28-Aug-20,8,80
2020-09-05,2,3,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,2,17
2020-09-05,3,2,-,The Smurfs,Movie,,01-Sep-20,4,35
2020-09-05,4,-,-,Away,TV Show,Yes,04-Sep-20,1,7
2020-09-05,5,5,-,Due Date,Movie,,01-Sep-20,4,20
2020-09-05,6,4,-,"Sister, Sister",TV Show,,01-Sep-20,4,28
2020-09-05,7,6,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,3,11
2020-09-05,8,7,2,Lucifer,TV Show,,15-Dec-18,15,124
2020-09-05,9,8,-,The Boss Baby: Get That Baby,Movie,Yes,01-Sep-20,3,9
2020-09-05,10,10,9,Cocomelon,TV Show,,01-Jun-20,9,22
2020-09-06,1,1,1,Cobra Kai,TV Show,,28-Aug-20,9,90
2020-09-06,2,4,-,Away,TV Show,Yes,04-Sep-20,2,16
2020-09-06,3,2,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,3,25
2020-09-06,4,3,-,The Smurfs,Movie,,01-Sep-20,5,42
2020-09-06,5,5,-,Due Date,Movie,,01-Sep-20,5,26
2020-09-06,6,6,-,"Sister, Sister",TV Show,,01-Sep-20,5,33
2020-09-06,7,7,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,4,15
2020-09-06,8,9,-,The Boss Baby: Get That Baby,Movie,Yes,01-Sep-20,4,12
2020-09-06,9,8,2,Lucifer,TV Show,,15-Dec-18,16,126
2020-09-06,10,10,9,Cocomelon,TV Show,,01-Jun-20,10,23
2020-09-07,1,2,-,Away,TV Show,Yes,04-Sep-20,3,26
2020-09-07,2,1,1,Cobra Kai,TV Show,,28-Aug-20,10,99
2020-09-07,3,3,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,4,33
2020-09-07,4,5,-,Due Date,Movie,,01-Sep-20,6,33
2020-09-07,5,4,-,The Smurfs,Movie,,01-Sep-20,6,48
2020-09-07,6,7,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,5,20
2020-09-07,7,6,-,"Sister, Sister",TV Show,,01-Sep-20,6,37
2020-09-07,8,9,3,Lucifer,TV Show,,15-Dec-18,17,129
2020-09-07,9,-,-,Anaconda,Movie,,01-Sep-20,1,2
2020-09-07,10,-,-,Puss in Boots,Movie,,01-Sep-20,1,1
2020-09-08,1,1,-,Away,TV Show,Yes,04-Sep-20,4,36
2020-09-08,2,2,1,Cobra Kai,TV Show,,28-Aug-20,11,108
2020-09-08,3,3,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,5,41
2020-09-08,4,4,-,Due Date,Movie,,01-Sep-20,7,40
2020-09-08,5,5,-,The Smurfs,Movie,,01-Sep-20,7,54
2020-09-08,6,6,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,6,25
2020-09-08,7,7,-,"Sister, Sister",TV Show,,01-Sep-20,7,41
2020-09-08,8,8,3,Lucifer,TV Show,,15-Dec-18,18,132
2020-09-08,9,9,-,Anaconda,Movie,,01-Sep-20,2,4
2020-09-08,10,10,-,Puss in Boots,Movie,,01-Sep-20,2,2
2020-09-09,1,1,-,Away,TV Show,Yes,04-Sep-20,5,46
2020-09-09,2,2,1,Cobra Kai,TV Show,,28-Aug-20,12,117
2020-09-09,3,3,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,6,49
2020-09-09,4,-,-,#Alive,Movie,Yes,08-Sep-20,1,7
2020-09-09,5,5,2,The Smurfs,Movie,,01-Sep-20,8,60
2020-09-09,6,4,10,Due Date,Movie,,01-Sep-20,8,45
2020-09-09,7,7,3,"Sister, Sister",TV Show,,01-Sep-20,8,45
2020-09-09,8,8,4,Lucifer,TV Show,,15-Dec-18,19,135
2020-09-09,9,6,-,Chefâs Table: BBQ,TV Show,Yes,02-Sep-20,7,27
2020-09-09,10,-,7,Cocomelon,TV Show,,01-Jun-20,11,24
2020-09-10,1,1,-,Away,TV Show,Yes,04-Sep-20,6,56
2020-09-10,2,2,1,Cobra Kai,TV Show,,28-Aug-20,13,126
2020-09-10,3,4,-,#Alive,Movie,Yes,08-Sep-20,2,15
2020-09-10,4,-,-,Get Organized with The Home…,TV Show,Yes,09-Sep-20,1,7
2020-09-10,5,3,-,"Love, Guaranteed",Movie,Yes,03-Sep-20,7,55
2020-09-10,6,5,2,The Smurfs,Movie,,01-Sep-20,9,65
2020-09-10,7,7,3,"Sister, Sister",TV Show,,01-Sep-20,9,49
2020-09-10,8,6,4,Due Date,Movie,,01-Sep-20,9,48
2020-09-10,9,10,8,Cocomelon,TV Show,,01-Jun-20,12,26
2020-09-10,10,8,5,Lucifer,TV Show,,15-Dec-18,20,136
2020-09-11,1,1,-,Away,TV Show,Yes,04-Sep-20,7,66
